year,action_id,candidate_id,action_type,delta_capacity_mva,storage_modules_delta,capex_wanyuan,eac_wanyuan_per_year,cost_basis,source_ref,region_id,voltage_kv,path_id,rcap,rcap_numeric,scenario_id
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,525.5415160396808,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.0,2.0,storage_high_om_transformer_low_om
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3662.8226683081625,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.0,2.0,storage_high_om_transformer_low_om
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,525.5415160396808,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.1,2.1,storage_high_om_transformer_low_om
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3662.8226683081625,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.1,2.1,storage_high_om_transformer_low_om
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,525.5415160396808,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.15,2.15,storage_high_om_transformer_low_om
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3662.8226683081625,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.15,2.15,storage_high_om_transformer_low_om
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,525.5415160396808,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.16,2.16,storage_high_om_transformer_low_om
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3662.8226683081625,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.16,2.16,storage_high_om_transformer_low_om
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,525.5415160396808,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.17,2.17,storage_high_om_transformer_low_om
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3662.8226683081625,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.17,2.17,storage_high_om_transformer_low_om
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,525.5415160396808,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.171,2.171,storage_high_om_transformer_low_om
