year,region_id,voltage_kv,capacity_base_mva,capacity_mva,positive_peak_base_mw,positive_peak_static_upper_bound_mw,reverse_peak_base_mw,reverse_peak_static_lower_bound_mw,reverse_peak_static_upper_bound_mw,clr_model_base,clr_official_reference,pv_capacity_snapshot_mw,pv_pipeline_mw,pv_capacity_snapshot_year,evidence_grade,asset_scope_id,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
2023,QX-00001,35,276.5,276.5,93.590778,93.590778,,24.46,94.63,2.9543509083768917,2.95,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00003,35,302.0,302.0,95.96395799999999,95.96395799999999,,17.4,69.74,3.1470148407175955,3.15,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00004,35,250.0,250.0,92.058809,92.058809,,27.57,100.83,2.715655380681712,2.72,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00005,35,263.0,263.0,86.7,86.7,,27.2,106.59,3.0334486735870816,3.03,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00007,35,36.0,36.0,14.05,14.05,,,0.0,2.562277580071174,2.56,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00008,35,190.6,190.6,58.020618999999996,58.020618999999996,,19.84,55.4,3.2850390651640584,3.29,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00009,35,258.29999999999995,258.29999999999995,86.11926,86.11926,,18.82,58.72,2.9993290699432387,3.0,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00010,35,224.0,224.0,63.770084000000004,63.770084000000004,,29.5,104.87,3.5126188637292683,3.51,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00001,110,1365.0,1365.0,489.47475199999997,489.47475199999997,,48.09,271.95,2.788703593847472,2.79,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
2023,QX-00003,110,966.5,966.5,316.006262,316.006262,,39.38,155.93,3.058483695490819,3.06,,,,EVIDENCE_C,historical_2023_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2023_reference_baseline,historical_diagnostic_replay,0ecaa8782ea8b23f77462cdf1f169fa945aa654860091d4f961cf8692eb93485
