region_id,voltage_kv,scheme,station_id,candidate_id,selected_candidate_ids,expansion_delta_mva,storage_modules,action_status,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,B,BDZ-00249,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00252,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00261,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00275,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00279,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00298,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00299,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,B,BDZ-00321,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,B,BDZ-00254,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,B,BDZ-00258,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
