region_id,voltage_kv,station_id,option_id,candidate_id,selected_candidate_ids,expansion_delta_mva,storage_modules,storage_power_mw,storage_energy_mwh,forward_limit_mw,reverse_limit_mw,capex_low_wanyuan,capex_base_wanyuan,capex_high_wanyuan,eac_low_wanyuan_per_year,eac_base_wanyuan_per_year,eac_high_wanyuan_per_year,feasible,reason,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,BDZ-00249,QX-00001|35|BDZ-00249|O000,,[],0,85,8.5,18.275,38,19,1788.93975,1792.297296,2311.97025,217.4495134,297.284693,506.3556108,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00252,QX-00001|35|BDZ-00252|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00261,QX-00001|35|BDZ-00261|O000,,[],0,27,2.7,5.805,19.475,7.6,568.25145,570.283324,734.39055,69.07219838,94.59173056,160.8423705,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00275,QX-00001|35|BDZ-00275|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00279,QX-00001|35|BDZ-00279|O000,,[],0,116,11.6,24.94,28.5,9.5,2441.3766,2444.027882,3155.1594,296.7546301,405.3859146,691.0264806,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00298,QX-00001|35|BDZ-00298|O000,,[],0,131,13.1,28.165,28.5,9.5,2757.07185,2763.131406,3563.15415,335.1280736,458.3149646,780.3833531,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00299,QX-00001|35|BDZ-00299|O000,,[],0,0,0,0,34.2,15.2,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,35,BDZ-00321,QX-00001|35|BDZ-00321|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O000,,[],0,0,0,0,95,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O001,EXP-QX-00001-BDZ-00015-01,"[""EXP-QX-00001-BDZ-00015-01""]",50,0,0,0,142.5,95,1170,1343,1516,74.38546717,121.7414881,179.917029,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
