region_id,voltage_kv,station_id,option_id,candidate_id,selected_candidate_ids,expansion_delta_mva,storage_modules,storage_power_mw,storage_energy_mwh,forward_limit_mw,reverse_limit_mw,capex_low_wanyuan,capex_base_wanyuan,capex_high_wanyuan,eac_low_wanyuan_per_year,eac_base_wanyuan_per_year,eac_high_wanyuan_per_year,feasible,reason,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,BDZ-00249,QX-00001|35|BDZ-00249|O000,,[],0,65,6.5,13.975,38,19,1368.01275,1371.384772,1767.97725,166.284922,227.4687921,387.2131141,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00252,QX-00001|35|BDZ-00252|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00261,QX-00001|35|BDZ-00261|O000,,[],0,20,2,4.3,19.475,7.6,420.927,420.912524,543.993,51.16459139,69.81590095,119.1424967,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00275,QX-00001|35|BDZ-00275|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00279,QX-00001|35|BDZ-00279|O000,,[],0,100,10,21.5,28.5,9.5,2104.635,2104.56262,2719.965,255.822957,349.0795047,595.7124833,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00298,QX-00001|35|BDZ-00298|O000,,[],0,113,11.3,24.295,28.5,9.5,2378.23755,2382.942482,3073.56045,289.0799414,395.253804,673.1551061,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00299,QX-00001|35|BDZ-00299|O000,,[],0,0,0,0,34.2,15.2,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,35,BDZ-00321,QX-00001|35|BDZ-00321|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O000,,[],0,0,0,0,95,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O001,EXP-QX-00001-BDZ-00015-01,"[""EXP-QX-00001-BDZ-00015-01""]",50,0,0,0,142.5,95,1170,1343,1516,74.38546717,121.7414881,179.917029,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00033,QX-00001|110|BDZ-00033|O000,,[],0,0,0,0,85.5,38,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00034,QX-00001|110|BDZ-00034|O000,,[],0,0,0,0,95,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00034,QX-00001|110|BDZ-00034|O001,EXP-QX-00001-BDZ-00034-01,"[""EXP-QX-00001-BDZ-00034-01""]",50,0,0,0,142.5,95,1170,1343,1516,74.38546717,121.7414881,179.917029,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00046,QX-00001|110|BDZ-00046|O000,,[],0,0,0,0,123.5,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00046,QX-00001|110|BDZ-00046|O001,EXP-QX-00001-BDZ-00046-01,"[""EXP-QX-00001-BDZ-00046-01""]",80,0,0,0,199.5,123.5,1872,2425.6,2425.6,119.0167475,287.8672465,287.8672465,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00058,QX-00001|110|BDZ-00058|O000,,[],0,56,5.6,12.04,66.5,19,1178.5956,1181.29031,1523.1804,143.2608559,195.9382118,333.5989906,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00058,QX-00001|110|BDZ-00058|O001,EXP-QX-00001-BDZ-00058-01,"[""EXP-QX-00001-BDZ-00058-01""]",50,0,0,0,114,66.5,1170,1343,1516,74.38546717,121.7414881,179.917029,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00072,QX-00001|110|BDZ-00072|O000,,[],0,0,0,0,67.925,29.925,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00105,QX-00001|110|BDZ-00105|O000,,[],0,0,0,0,105.925,29.925,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00105,QX-00001|110|BDZ-00105|O001,EXP-QX-00001-BDZ-00105-01,"[""EXP-QX-00001-BDZ-00105-01""]",80,0,0,0,181.925,105.925,1872,2425.6,2425.6,119.0167475,287.8672465,287.8672465,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
QX-00001,110,BDZ-00116,QX-00001|110|BDZ-00116|O000,,[],0,0,0,0,95,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,fd7bdd472e51fdf42841e584bcc451e78b3e1695d861e0a4bc5d439715e33bde
